tokens	tags	text	ner_tags	lang
['පුත්තලම', 'ව්\u200dයාපෘතිය', 'කාර්යය', 'භූගත', 'ජල', 'සමීක්ෂණ', 'සිදු', 'කිරීම', 'වාර්ෂික', 'ඉලක්කය', '2015', 'දෙසැම්බර්', 'මස', 'දක්වා', 'ප්\u200dරගතිය', 'පර්යේෂණ', 'නළ', 'ළිං', 'ඉදිකිරීම', 'ජල', 'ධාරිතා', 'පරීක්ෂණ', 'පැවැත්වීම', 'සම්මත', 'මිම්මකට', 'අනුව', 'ළිංවල', 'ජල', 'මට්ටම', 'මැනීම', 'ජල', 'නියැඳි', 'එක්රැස්', 'කිරීම', 'ජල', 'නියැඳිවල', 'රසායනික', 'විශ්ලේෂණය', 'දත්ත', 'විශ්ලේෂණය', 'කර', 'වාර්තා', 'සකස්', 'කිරීම', 'සිදු', 'කරමින්', 'පවතී', '.']	['B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	පුත්තලම ව්‍යාපෘතිය කාර්යය භූගත ජල සමීක්ෂණ සිදු කිරීම වාර්ෂික ඉලක්කය 2015 දෙසැම්බර් මස දක්වා ප්‍රගතිය පර්යේෂණ නළ ළිං ඉදිකිරීම ජල ධාරිතා පරීක්ෂණ පැවැත්වීම සම්මත මිම්මකට අනුව ළිංවල ජල මට්ටම මැනීම ජල නියැඳි එක්රැස් කිරීම ජල නියැඳිවල රසායනික විශ්ලේෂණය දත්ත විශ්ලේෂණය කර වාර්තා සකස් කිරීම සිදු කරමින් පවතී.	[7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['3.1.1', '.', '2014', 'වර්ෂයේ', 'ඡන්දහිමියන්', 'ගණන්', 'ගැනීම', 'ආරම්භ', 'කිරීම', 'සම්බන්ධයෙන්', 'ඡන්දහිමියන්', 'ලියාපදිංචි', 'කිරීමේ', 'පනතේ', '12', '(', '1', ')', 'වගන්තිය', 'යටතේ', 'වූ', 'දැන්වීම', '2014.05.16', 'දිනැති', 'අංක', '1862', '/', '12', 'දරන', 'ගැසට්', 'පත්\u200dරයේ', 'පළ', 'කරන', 'ලද', 'අතර', ',', 'ඊට', 'අමතර', 'ව', 'එදින', 'ම', 'එම', 'දැන්වීම', 'සිංහල', ',', 'දෙමළ', 'හා', 'ඉංග්\u200dරීසි', 'භාෂාවලින්', 'පුවත්පත්වල', 'පළ', 'කිරීමට', 'ද', 'කටයුතු', 'කරන', 'ලදී', '.']	['B-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	3.1.1. 2014 වර්ෂයේ ඡන්දහිමියන් ගණන් ගැනීම ආරම්භ කිරීම සම්බන්ධයෙන් ඡන්දහිමියන් ලියාපදිංචි කිරීමේ පනතේ 12 ( 1 ) වගන්තිය යටතේ වූ දැන්වීම 2014.05.16 දිනැති අංක 1862/ 12 දරන ගැසට් පත්‍රයේ පළ කරන ලද අතර, ඊට අමතර ව එදින ම එම දැන්වීම සිංහල, දෙමළ හා ඉංග්‍රීසි භාෂාවලින් පුවත්පත්වල පළ කිරීමට ද කටයුතු කරන ලදී.	[7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['මහනුවර', 'දිස්ත්\u200dරික්කය', 'තුළ', 'සිදු', 'කෙරුණු', 'සංවර්ධන', 'කටයුතු', 'සම්බන්ධයෙන්', 'මාධ්\u200dය', 'දැනුවත්', 'කිරීම', '.']	['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MISC']	මහනුවර දිස්ත්‍රික්කය තුළ සිදු කෙරුණු සංවර්ධන කටයුතු සම්බන්ධයෙන් මාධ්‍ය දැනුවත් කිරීම.	[5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]	si
['ශ්\u200dරී', 'ලංකාවට', 'ආවේණික', 'ශාක', 'හා', 'සත්ව', 'වර්ග', 'කීපයකට', 'වාස', 'භූමිය', 'වන', 'මෙම', 'කලාපය', 'දැඩි', 'ස්වභාවික', 'රක්\u200dෂිතයක්', 'ලෙස', 'නම්', 'කර', 'ඇත', '.']	['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	ශ්‍රී ලංකාවට ආවේණික ශාක හා සත්ව වර්ග කීපයකට වාස භූමිය වන මෙම කලාපය දැඩි ස්වභාවික රක්‍ෂිතයක් ලෙස නම් කර ඇත.	[5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['1', '.', 'මානසික', 'ආතතිය']	['B-MISC', 'O', 'B-MISC', 'I-MISC']	1. මානසික ආතතිය	[7, 0, 7, 8]	si
['එසේම', ',', 'තේ', ',', 'රබර්', ',', 'පොල්', ',', 'කුරුඳු', ',', 'ගම්මිරිස්', ',', 'කෝපි', 'හා', 'කරාබු', 'යන', 'වගාවන්', 'පිළිවෙළින්', '11.9%', ',', '0.65%', ',', '24.6%', ',', '0.06%', ',', '3.7%', ',', '1.2%', 'ක්', 'හා', '1.7%', 'ක්', 'වශයෙන්', 'පවතී', '.']	['O', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']	එසේම, තේ, රබර්, පොල්, කුරුඳු , ගම්මිරිස්, කෝපි හා කරාබු යන වගාවන් පිළිවෙළින් 11.9%, 0.65%, 24.6%, 0.06%, 3.7%, 1.2% ක් හා 1.7% ක් වශයෙන් පවතී.	[0, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 0, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 7, 0, 0, 7, 0, 0, 0, 0]	si
['3', '.', 'කාබනික', 'ආහාර', 'භාවිතයේ', 'වැදගත්කම', 'මෙම', 'දේශන', 'පැවැත්වීම', 'සඳහා', 'තෝරා', 'ගනු', 'ලැබූ', 'පාසල්', 'කෑගල්ල', 'දිස්ත්\u200dරික්කය', 'නියෝජනය', 'කරමින්', 'මාබෝපිටිය', 'මහා', 'විද්\u200dයාලය', 'කුරුණෑගල', 'දිස්ත්\u200dරික්කය', 'නියෝජනය', 'කරමින්', 'වටරැක', 'මහා', 'විද්\u200dයාලය', 'පුත්තලම', 'දිස්ත්\u200dරික්කය', 'නියෝජනය', 'කරමින්', 'කාමෙල්', 'බාලිකා', 'විද්\u200dයාලය', '.']	['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-LOC', 'I-LOC', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-LOC', 'I-LOC', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']	3. කාබනික ආහාර භාවිතයේ වැදගත්කම මෙම දේශන පැවැත්වීම සඳහා තෝරා ගනු ලැබූ පාසල් කෑගල්ල දිස්ත්‍රික්කය නියෝජනය කරමින් මාබෝපිටිය මහා විද්‍යාලය කුරුණෑගල දිස්ත්‍රික්කය නියෝජනය කරමින් වටරැක මහා විද්‍යාලය පුත්තලම දිස්ත්‍රික්කය නියෝජනය කරමින් කාමෙල් බාලිකා විද්‍යාලය.	[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 3, 4, 4, 5, 6, 0, 0, 3, 4, 4, 5, 6, 0, 0, 3, 4, 4, 0]	si
['ඒ', 'අනුව', ',', '2016', 'වන', 'විට', 'ශ්\u200dරී', 'ලංකාව', 'දිළිදුකමින්', 'තොර', 'රටක්', 'බවට', 'පරිවර්තනය', 'කිරීම', 'සහ', 'ඒකපුද්ගල', 'ආදායම', 'ඇ', '.', 'ඩො', '.', '4,000', 'දක්වා', 'ඉහළ', 'නැංවීම', 'සඳහා', 'වූ', 'උපාය', 'මාර්ග', 'ඉලක්ක', 'කර', 'ගනිමින්', '2015', 'අය-වැය', 'සකස්', 'කරන', 'ලදි', '.']	['O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']	ඒ අනුව, 2016 වන විට ශ්‍රී ලංකාව දිළිදුකමින් තොර රටක් බවට පරිවර්තනය කිරීම සහ ඒකපුද්ගල ආදායම ඇ. ඩො. 4,000 දක්වා ඉහළ නැංවීම සඳහා වූ උපාය මාර්ග ඉලක්ක කර ගනිමින් 2015 අය-වැය සකස් කරන ලදි.	[0, 0, 0, 7, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0]	si
['10.1.2', 'මැතිවරණ', 'මහලේකම්', 'කාර්යාලය', 'ඇතුළු', 'දිස්ත්\u200dරික්', 'මැතිවරණ', 'කාර්යාලවල', 'විගණන', 'විමසුම්', 'අවම', 'කර', 'ගැනීමේ', 'අපේක්ෂාවෙන්', ',', 'සාමාන්\u200dය', 'පරිපාලන', ',', 'ගිණුම්', 'කටයුතු', ',', 'ගබඩා', 'පරිපාලනය', 'ගැන', 'මෙන්', 'ම', ',', 'ඡන්දහිමි', 'නාමලේඛන', 'ප්\u200dරතිශෝධනය', 'හා', 'ඡන්ද', 'විමසීම්', 'මූලික', 'කටයුතු', 'සංවිධානයට', 'අදාළ', 'කරුණු', 'සම්බන්ධයෙන්', 'මාණ්ඩලික', 'නිලධාරීන්', 'මෙන්', 'ම', 'සෙසු', 'නිලධාරීන්', 'ද', 'මැතිවරණ', 'මහලේකම්', 'කාර්යාලයට', 'කැඳවා', 'පුහුණු', 'කිරීමට', '2015', 'වසරේ', 'දී', 'ද', 'අවශ්\u200dය', 'පියවර', 'ගන්නා', 'ලදී', '.']	['B-MISC', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	10.1.2 මැතිවරණ මහලේකම් කාර්යාලය ඇතුළු දිස්ත්‍රික් මැතිවරණ කාර්යාලවල විගණන විමසුම් අවම කර ගැනීමේ අපේක්ෂාවෙන්, සාමාන්‍ය පරිපාලන, ගිණුම් කටයුතු , ගබඩා පරිපාලනය ගැන මෙන් ම, ඡන්දහිමි නාමලේඛන ප්‍රතිශෝධනය හා ඡන්ද විමසීම් මූලික කටයුතු සංවිධානයට අදාළ කරුණු සම්බන්ධයෙන් මාණ්ඩලික නිලධාරීන් මෙන් ම සෙසු නිලධාරීන් ද මැතිවරණ මහලේකම් කාර්යාලයට කැඳවා පුහුණු කිරීමට 2015 වසරේ දී ද අවශ්‍ය පියවර ගන්නා ලදී.	[7, 3, 4, 4, 0, 3, 4, 4, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0]	si
['සහභාගි', 'වන්නන්', '18', 'දෙනෙකු', 'සඳහා', 'ප්\u200dරායෝගික', 'දැනුමක්', 'ද', 'ලබා', 'දෙමින්', 'රොබෝ', 'තාක්ෂණ', 'දෙවන', 'අන්තර්මධ්\u200dය', 'වැඩමුළුව', 'සාර්ථකව', 'නිම', 'වූයේ', 'රු', '.', '270,000', '/', '=', 'ක', 'ආදායමක්', 'ද', 'උපයමිනි', '.']	['O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']	සහභාගි වන්නන් 18 දෙනෙකු සඳහා ප්‍රායෝගික දැනුමක් ද ලබා දෙමින් රොබෝ තාක්ෂණ දෙවන අන්තර්මධ්‍ය වැඩමුළුව සාර්ථකව නිම වූයේ රු . 270,000/ = ක ආදායමක් ද උපයමිනි.	[0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 8, 0, 0, 0, 7, 8, 8, 8, 8, 0, 0, 0, 0, 0]	si
['කරුණු', 'දැක්වීම', 'විගණන', 'හා', 'කළමනාකරණ', 'කමිටුව', 'පිළිගන්නා', 'ලදී', '.']	['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']	කරුණු දැක්වීම විගණන හා කළමනාකරණ කමිටුව පිළිගන්නා ලදී.	[0, 0, 3, 4, 4, 4, 0, 0, 0]	si
['ගොවි', 'පවුල්', '541ක්', 'මෙම', 'වැඩසටහනට', 'සම්බන්ධ', 'වූහ', '.']	['O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']	ගොවි පවුල් 541ක් මෙම වැඩසටහනට සම්බන්ධ වූහ.	[0, 0, 7, 0, 0, 0, 0, 0]	si
['1987.06.15', 'දින', 'මැතිවරණ', 'දෙපාර්තමේන්තුවේ', 'සේවයට', 'පැමිණි', ',', 'ඒ', '.', 'ඩී', '.', 'අනුලාවතී', 'මහත්මිය', '2015.05.16', 'දින', 'විශ්\u200dරාම', 'ගන්නා', 'විට', 'රත්නපුර', 'දිස්ත්\u200dරික්', 'මැතිවරණ', 'කාර්යාලයේ', 'ප්\u200dරධාන', 'රාජ්\u200dය', 'කළමනාකරණ', 'සහකාර', 'ලෙස', 'සේවයේ', 'යෙදී', 'සිටි', 'අතර', ',', '1989.12.01', 'දින', 'මැතිවරණ', 'දෙපාර්තමේන්තුවේ', 'සේවයට', 'පැමිණි', 'ඡේ', '.', 'එම්', '.', 'කරුණාරත්න', 'මහතා', '2015.07.18', 'දින', 'විශ්\u200dරාම', 'යන', 'විට', 'බදුල්ල', 'මැතිවරණ', 'කාර්යාලයේ', 'ප්\u200dරධාන', 'රාජ්\u200dය', 'කළමනාකරණ', 'සහකාර', 'ලෙස', 'කටයුතු', 'කළේය', '.']	['B-MISC', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O']	1987.06.15 දින මැතිවරණ දෙපාර්තමේන්තුවේ සේවයට පැමිණි, ඒ. ඩී. අනුලාවතී මහත්මිය 2015.05.16 දින විශ්‍රාම ගන්නා විට රත්නපුර දිස්ත්‍රික් මැතිවරණ කාර්යාලයේ ප්‍රධාන රාජ්‍ය කළමනාකරණ සහකාර ලෙස සේවයේ යෙදී සිටි අතර, 1989.12.01 දින මැතිවරණ දෙපාර්තමේන්තුවේ සේවයට පැමිණි ඡේ. එම්. කරුණාරත්න මහතා 2015.07.18 දින විශ්‍රාම යන විට බදුල්ල මැතිවරණ කාර්යාලයේ ප්‍රධාන රාජ්‍ය කළමනාකරණ සහකාර ලෙස කටයුතු කළේය.	[7, 0, 3, 4, 0, 0, 0, 1, 2, 2, 2, 2, 0, 7, 0, 0, 0, 0, 3, 4, 4, 4, 7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 7, 0, 3, 4, 0, 0, 1, 2, 2, 2, 2, 0, 7, 0, 0, 0, 0, 3, 4, 4, 7, 8, 8, 8, 0, 0, 0, 0]	si
['3', '.', '.', 'වැරදීමකින්', 'ගිණුම්', 'ගත', 'වී', 'ඇත', '.']	['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	3.. වැරදීමකින් ගිණුම් ගත වී ඇත.	[7, 0, 0, 0, 0, 0, 0, 0, 0]	si
['අරනෙරි', 'දහම්පාසල්', 'ගුරුවරුන්', 'සඳහා', 'සම්මන්ත්\u200dරණ', 'හා', 'වැඩමුළු', 'පැවැත්වීම', 'අරනෙරි', 'දහම්', 'පාසල්', 'ගුරුවරුන්ගේ', 'ඉගැන්වීම්', 'ක්\u200dරමවේදය', 'ක්\u200dරමවත්', 'කිරීම', ',', 'විෂය', 'නිර්දේශවල', 'පදනම', 'පැහැදිලි', 'කිරීමට', 'සහ', 'සිසුන්ට', 'ප්\u200dරායෝගික', 'අධ්\u200dයාපනය', 'ලබා', 'දීමට', 'දිස්ත්\u200dරික්ක', 'මට්ටමින්', 'පුහුණු', 'සම්මන්ත්\u200dරණ', 'පවත්වනු', 'ඇත', '.']	['B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	අරනෙරි දහම්පාසල් ගුරුවරුන් සඳහා සම්මන්ත්‍රණ හා වැඩමුළු පැවැත්වීම අරනෙරි දහම් පාසල් ගුරුවරුන්ගේ ඉගැන්වීම් ක්‍රමවේදය ක්‍රමවත් කිරීම, විෂය නිර්දේශවල පදනම පැහැදිලි කිරීමට සහ සිසුන්ට ප්‍රායෝගික අධ්‍යාපනය ලබා දීමට දිස්ත්‍රික්ක මට්ටමින් පුහුණු සම්මන්ත්‍රණ පවත්වනු ඇත.	[7, 8, 8, 8, 8, 8, 8, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['පස්', 'නැවත', 'පිරවීමේ', 'කටයුතු', '82%', 'ක්', 'අවසන්', 'කර', 'ඇති', 'අතර', 'කාවැද්දීම', '96%', 'ක්', 'අවසන්', 'කර', 'ඇත', '.']	['O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']	පස් නැවත පිරවීමේ කටයුතු 82% ක් අවසන් කර ඇති අතර කාවැද්දීම 96% ක් අවසන් කර ඇත.	[0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0]	si
['කන්ද', 'උඩරට', 'ජනතාව', 'ආගන්තුක', 'සත්කාරයට', 'මහත්', 'රුචිකත්වයක්', 'දක්වන', 'උතුම්', 'මානුෂික', 'ගුණාංගවලින්', 'හෙබි', 'සුවිශේෂී', 'ජන', 'පිරිසක්', 'වන', 'අතර', 'ඒ', 'බව', 'සමාජ', 'විද්\u200dයාඥයන්', 'ද', 'පිළිගෙන', 'ඇත', '.']	['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O']	කන්ද උඩරට ජනතාව ආගන්තුක සත්කාරයට මහත් රුචිකත්වයක් දක්වන උතුම් මානුෂික ගුණාංගවලින් හෙබි සුවිශේෂී ජන පිරිසක් වන අතර ඒ බව සමාජ විද්‍යාඥයන් ද පිළිගෙන ඇත.	[5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0]	si
['ආ', ')', 'ලැබිය', 'යුතු', 'ගිණුම්', 'එකඟ', 'වේ', 'හිටපු', 'සභාපතිවරයාගෙන්', 'අයවිය', 'යුතු', 'රු71,162.82', 'ක', 'මුදල', 'අයකර', 'ගැනීම', 'වෙනුවෙන්', 'පිළිගත්', 'ආයතන', 'ක්\u200dරියාපටිපාටිවලට', 'අනුව', 'යමින්', 'සිහිකැඳවීම්', 'ලිපි', 'යැවීම', ',', 'එන්තර', 'වාසි', 'යැවීම', 'සහ', 'සමථ', 'මණ්ඩලයට', 'යොමු', 'කිරීමෙන්', 'අයකර', 'ගැනීමට', 'ක්\u200dරියාමාර්ග', 'ගැනීම', 'යන', 'කටයුතු', 'කාල', 'පමාවකින්', 'තොරව', 'සිදු', 'කර', 'ඇත', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	ආ ) ලැබිය යුතු ගිණුම් එකඟ වේ හිටපු සභාපතිවරයාගෙන් අයවිය යුතු රු71,162.82 ක මුදල අයකර ගැනීම වෙනුවෙන් පිළිගත් ආයතන ක්‍රියාපටිපාටිවලට අනුව යමින් සිහිකැඳවීම් ලිපි යැවීම, එන්තර වාසි යැවීම සහ සමථ මණ්ඩලයට යොමු කිරීමෙන් අයකර ගැනීමට ක්‍රියාමාර්ග ගැනීම යන කටයුතු කාල පමාවකින් තොරව සිදු කර ඇත.	[0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['ප්\u200dරාදේශීය', 'ලේකම්', 'කාර්යාලවල', 'ප්\u200dරාදේශීය', 'ලේකම්වරුන්ගේ', 'හා', 'අනෙකුත්', 'මාණ්ඩලික', 'නිලධාරීන්ගේ', 'කාර්යසාධන', 'වාර්තා', 'දිස්ත්\u200dරික්', 'ලේකම්', 'කාර්යාලය', 'මඟින්', 'ප්\u200dරමාණනය', 'කරනු', 'ලබන', 'අතර', 'වැටුප්', 'වර්ධක', 'ගෙවීම', 'එම', 'කාර්යාල', 'මඟින්', 'සිදු', 'කරනු', 'ලැබේ', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'B-MISC', 'I-MISC', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	ප්‍රාදේශීය ලේකම් කාර්යාලවල ප්‍රාදේශීය ලේකම්වරුන්ගේ හා අනෙකුත් මාණ්ඩලික නිලධාරීන්ගේ කාර්යසාධන වාර්තා දිස්ත්‍රික් ලේකම් කාර්යාලය මඟින් ප්‍රමාණනය කරනු ලබන අතර වැටුප් වර්ධක ගෙවීම එම කාර්යාල මඟින් සිදු කරනු ලැබේ.	[3, 4, 4, 7, 8, 0, 0, 7, 8, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	si
['සමාජ', 'ඒකාබද්ධතා', 'වැඩසටහන්', 'සමාජ', 'ඒකාබද්ධතාව', 'ප්\u200dරවර්ධනය', 'කිරීමේ', 'අරමුණින්', 'ඇල්පිටිය', 'ප්\u200dරාදේශීය', 'ලේකම්', 'කොට්ඨාසයේ', 'කිතුල්විටිගල', 'එකමුතු', 'ක්\u200dරීඩාපිටිය', 'සංවර්ධනය', 'කිරීම', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'B-LOC', 'B-MISC', 'I-MISC', 'O', 'O', 'O']	සමාජ ඒකාබද්ධතා වැඩසටහන් සමාජ ඒකාබද්ධතාව ප්‍රවර්ධනය කිරීමේ අරමුණින් ඇල්පිටිය ප්‍රාදේශීය ලේකම් කොට්ඨාසයේ කිතුල්විටිගල එකමුතු ක්‍රීඩාපිටිය සංවර්ධනය කිරීම.	[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 5, 7, 8, 0, 0, 0]	si
