tokens	ner_tags	lang	text
"['W', 'XIII', 'wieku', 'wieś', 'pojawiła', 'się', 'w', 'dokumencie', 'mówiącym', 'o', 'jej', 'przynależności', 'do', 'klasztoru', 'w', 'Ueckermünde', ',', 'a', 'później', 'Jasienicy', ',', 'o', 'czym', 'świadczy', 'niemiecka', 'nazwa', 'wsi', '""', 'Münchendorf', '""', '–', 'dosł', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	pl	"W XIII wieku wieś pojawiła się w dokumencie mówiącym o jej przynależności do klasztoru w Ueckermünde, a później Jasienicy, o czym świadczy niemiecka nazwa wsi ""Münchendorf"" – dosł."
"['""', 'Winnetou', 'i', 'król', 'nafty', '""', '(', 'niem.', '""', 'Der', 'Ölprinz', '""', ',', 'serb.', '-', 'chorw.', '""', 'Kralj', 'petroleja', '""', ')', '–', 'zachodnioniemiecko-jugosłowiański', 'film', 'przygodowy', 'z', '1965', 'roku', ',', 'zainspirowany', 'cyklem', 'powieści', 'Karla', 'Maya', '.']"	[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	pl	"""Winnetou i król nafty"" (niem. ""Der Ölprinz"", serb. - chorw. ""Kralj petroleja"") – zachodnioniemiecko-jugosłowiański film przygodowy z 1965 roku, zainspirowany cyklem powieści Karla Maya."
['Kulminujące', 'się', 'w', 'Monte', 'San', 'Valentin', '(', '4058', 'm', 'n.p.m.', ')', 'i', 'Fitz', 'Roy', '(', '3370', 'm', 'n.p.m.', ')', '.']	[0, 0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0]	pl	Kulminujące się w Monte San Valentin (4058 m n.p.m.) i Fitz Roy (3370 m n.p.m.).
['Choroba', 'uaktywniła', 'się', 'w', 'czasach', 'największej', 'popularności', 'popularności', 'The', 'Beach', 'Boys', 'kiedy', 'to', 'arysta', 'zaczął', 'eksperymentować', 'z', 'psychodelikami', 'i', 'miała', 'znaczny', 'wpływ', 'na', 'twórczość', 'grupy', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	pl	Choroba uaktywniła się w czasach największej popularności popularności The Beach Boys kiedy to arysta zaczął eksperymentować z psychodelikami i miała znaczny wpływ na twórczość grupy.
['Tymczasem', 'pożar', 'laboratorium', 'w', 'Coquimbo', 'zmusił', 'go', 'do', 'przedłużenia', 'pobytu', 'o', 'rok', ',', 'potrzebny', 'do', 'odbudowy', '.']	[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	pl	Tymczasem pożar laboratorium w Coquimbo zmusił go do przedłużenia pobytu o rok, potrzebny do odbudowy.
"['Wyreżyserował', 'też', 'western', '""', 'Dwa', 'oblicza', 'zemsty', '""', ',', 'w', 'którym', 'sam', 'zagrał', '.']"	[0, 0, 0, 0, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0]	pl	"Wyreżyserował też western ""Dwa oblicza zemsty"", w którym sam zagrał."
['Zrabowane', 'pieniądze', 'i', 'precjoza', 'pakowano', 'do', 'skrzyń', ',', 'plombowano', ',', 'a', 'następnie', 'pod', 'strażą', 'wywożono', 'samochodem', 'ciężarowym', 'lub', 'w', 'wagonach', 'pocztowych', 'pociągu', 'pośpiesznego', 'relacji', 'Lwów', '–', 'Lublin', '–', 'Warszawa', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 0]	pl	Zrabowane pieniądze i precjoza pakowano do skrzyń, plombowano, a następnie pod strażą wywożono samochodem ciężarowym lub w wagonach pocztowych pociągu pośpiesznego relacji Lwów – Lublin – Warszawa.
['lat', 'temu', 'poziom', 'wód', 'podniósł', 'się', 'znacznie', ';', 'powstał', 'wtedy', 'Zalew', 'Szczeciński', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]	pl	lat temu poziom wód podniósł się znacznie; powstał wtedy Zalew Szczeciński.
['wojna', 'o', 'sukcesję', 'austriacką', '.']	[7, 8, 8, 8, 0]	pl	wojna o sukcesję austriacką.
"['Na', 'samym', 'początku', 'książki', '""', 'Wampir', 'Lestat', '""', 'znajdujemy', 'opis', 'jego', 'wyglądu', '.']"	[0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0]	pl	"Na samym początku książki ""Wampir Lestat"" znajdujemy opis jego wyglądu."
['System', 'pozwala', 'na', 'działanie', 'aplikacji', 'przeznaczonych', 'dla', 'systemów', 'klasy', 'Unix', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]	pl	System pozwala na działanie aplikacji przeznaczonych dla systemów klasy Unix.
"['Powierzchnia', 'zlewni', 'jeziora', 'Winnipeg', 'wynosi', '982', '""', '900', '""', 'km', '²', '(', 'w', 'tym', '802', '""', '900', 'w', 'Kanadzie', ')', ',', 'czyli', 'ponad', '40', 'razy', 'więcej', 'niż', 'powierzchnia', 'samego', 'jeziora', '.']"	[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	pl	"Powierzchnia zlewni jeziora Winnipeg wynosi 982 ""900"" km ² (w tym 802 ""900 w Kanadzie), czyli ponad 40 razy więcej niż powierzchnia samego jeziora."
['Zniszczone', 'belki', 'zastąpiono', 'nowymi', ',', 'wykonanymi', 'z', 'drewna', 'dębowego', 'z', 'Wadhurst', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]	pl	Zniszczone belki zastąpiono nowymi, wykonanymi z drewna dębowego z Wadhurst.
['To', 'właśnie', 'Sinaloa', 'była', 'miejscem', ',', 'z', 'którego', 'koloniści', 'rozpoczęli', 'poszukiwania', 'cennych', 'kruszców', 'oraz', 'zaczęli', 'handlować', 'niewolnikami', '.']	[0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	pl	To właśnie Sinaloa była miejscem, z którego koloniści rozpoczęli poszukiwania cennych kruszców oraz zaczęli handlować niewolnikami.
['W', 'lipcu', '2012', 'roku', 'podpisał', 'kontrakt', 'z', 'New', 'York', 'Rangers', '.']	[0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0]	pl	W lipcu 2012 roku podpisał kontrakt z New York Rangers.
"['W', 'tym', 'czasie', 'zagrała', 'jedynie', 'kilka', 'drugoplanowych', 'ról', ',', 'm.in.', 'w', 'serialu', '""', 'Radio', 'Romans', '""', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0]	pl	"W tym czasie zagrała jedynie kilka drugoplanowych ról, m.in. w serialu ""Radio Romans""."
['Urodziła', 'się', 'w', 'Martinez', 'w', 'stanie', 'Kalifornia', '.']	[0, 0, 0, 5, 0, 0, 5, 0]	pl	Urodziła się w Martinez w stanie Kalifornia.
['Wystąpił', 'tylko', 'w', '9', 'spotkaniach', 'o', 'mistrzostwo', 'Primera', 'División', '.']	[0, 0, 0, 0, 0, 0, 0, 3, 4, 0]	pl	Wystąpił tylko w 9 spotkaniach o mistrzostwo Primera División.
['12', 'lipca', '2016', 'podpisał', 'umowę', 'z', 'Los', 'Angeles', 'Clippers', '.']	[0, 0, 0, 0, 0, 0, 3, 4, 4, 0]	pl	12 lipca 2016 podpisał umowę z Los Angeles Clippers.
['Wychowywał', 'się', 'w', 'stanach', 'Kolorado', ',', 'Wyoming', 'i', 'Teksas', '.']	[0, 0, 0, 0, 5, 0, 5, 0, 5, 0]	pl	Wychowywał się w stanach Kolorado, Wyoming i Teksas.
"['""', 'Méry-sur-Marne', '""', '–', 'miejscowość', 'i', 'gmina', 'we', 'Francji', ',', 'w', 'regionie', 'Île-de-France', ',', 'w', 'departamencie', 'Sekwana', 'i', 'Marna', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 6, 6, 0]	pl	"""Méry-sur-Marne"" – miejscowość i gmina we Francji, w regionie Île-de-France, w departamencie Sekwana i Marna."
['9', 'września', '2001', 'Ahmad', 'Szah', 'Masud', 'zginął', 'w', 'zamachu', 'dokonanym', 'przez', 'dwóch', 'Tunezyjczyków', 'udających', 'algierskich', 'dziennikarzy', '.']	[0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0]	pl	9 września 2001 Ahmad Szah Masud zginął w zamachu dokonanym przez dwóch Tunezyjczyków udających algierskich dziennikarzy.
['Od', '2018', 'jest', 'zawodnikiem', 'klubu', 'Szirak', 'Giumri', '.']	[0, 0, 0, 0, 0, 3, 4, 0]	pl	Od 2018 jest zawodnikiem klubu Szirak Giumri.
['Nie', 'stwarzało', 'ono', 'także', 'formalnych', 'przesłanek', 'do', 'przyjęcia', 'do', 'NATO', ',', 'choć', 'jak', 'pokazuje', 'przykład', 'Polski', ',', 'Czech', 'i', 'Węgier', 'ułatwiało', 'przystąpienie', 'do', 'sojuszu', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 0, 0, 0, 0, 0]	pl	Nie stwarzało ono także formalnych przesłanek do przyjęcia do NATO, choć jak pokazuje przykład Polski, Czech i Węgier ułatwiało przystąpienie do sojuszu.
['Pracowała', 'dla', 'stacji', 'telewizyjnych', 'CBS', ',', 'NBC', 'News', '.']	[0, 0, 0, 0, 3, 0, 3, 4, 0]	pl	Pracowała dla stacji telewizyjnych CBS, NBC News.
['Kompozytorzy', 'szkoły', 'weneckiej', '(', 'Adrian', 'Willaert', ',', 'Giovanni', 'Gabrieli', ')', 'wprowadzili', 'do', 'motetu', 'technikę', 'polichóralną', 'oraz', 'instrumenty', ',', 'początkowo', 'jedynie', 'w', 'celu', 'wspomagania', 'wokalistów', '.']	[0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	pl	Kompozytorzy szkoły weneckiej (Adrian Willaert, Giovanni Gabrieli) wprowadzili do motetu technikę polichóralną oraz instrumenty, początkowo jedynie w celu wspomagania wokalistów.
['W', 'wieku', 'dorosłym', 'przyjęła', 'rzymskokatolicki', 'chrzest', ',', 'jej', 'matką', 'chrzestną', 'była', 'Kalina', 'Jędrusik', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	pl	W wieku dorosłym przyjęła rzymskokatolicki chrzest, jej matką chrzestną była Kalina Jędrusik.
"['""', 'Agnières', '""', '-', 'miejscowość', 'i', 'gmina', 'we', 'Francji', ',', 'w', 'regionie', 'Hauts-de-France', ',', 'w', 'departamencie', 'Pas-de-Calais', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0]	pl	"""Agnières"" - miejscowość i gmina we Francji, w regionie Hauts-de-France, w departamencie Pas-de-Calais."
['Kiedy', 'jednak', 'siły', 'Mogaung', 'zaatakowały', 'Sikong', ',', 'armie', 'Pinya', 'biernie', 'obserwowały', 'sytuację', 'z', 'drugiego', 'brzegu', 'rzeki', '.']	[0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	pl	Kiedy jednak siły Mogaung zaatakowały Sikong, armie Pinya biernie obserwowały sytuację z drugiego brzegu rzeki.
['Tu', 'kontynuował', 'tworzenie', 'według', 'technik', ',', 'które', 'zaczął', 'stosować', 'w', 'Minas', 'Gerais', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]	pl	Tu kontynuował tworzenie według technik, które zaczął stosować w Minas Gerais.
['Zaobserwował', 'ją', 'Guillaume', 'Bigourdan', '7', 'października', '1885', 'roku', 'i', 'błędnie', 'skatalogował', 'jako', 'obiekt', 'typu', '„', 'mgławicowego', '”', '.']	[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	pl	Zaobserwował ją Guillaume Bigourdan 7 października 1885 roku i błędnie skatalogował jako obiekt typu „mgławicowego ”.
['Zdołał', 'on', 'uchronić', 'drużynę', 'przed', 'spadkiem', 'z', 'Primera', 'División', 'ostatecznie', 'zajmując', '12', 'miejsce', 'w', 'tabeli', '.']	[0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0]	pl	Zdołał on uchronić drużynę przed spadkiem z Primera División ostatecznie zajmując 12 miejsce w tabeli.
['Spotkanie', 'pomógł', 'mu', 'zorganizować', 'jego', 'zwolennik', 'Sergo', 'Ordżonikidze', '.']	[0, 0, 0, 0, 0, 0, 1, 2, 0]	pl	Spotkanie pomógł mu zorganizować jego zwolennik Sergo Ordżonikidze.
['W', 'składzie', 'reprezentacji', 'gwiazd', 'znajdowali', 'się', 'zawodnicy', 'NBA', ':', 'Bob', 'Pettit', '(', 'Hawks', ')', ',', 'Tom', 'Heinsohn', '(', 'Celtics', ')', ',', 'Bill', 'Russell', '(', 'Celtics', ')', ',', 'Oscar', 'Robertson', '(', 'Royals', ')', ',', 'Jerry', 'Lucas', '(', 'Royals', ')', ',', 'Tom', 'Gola', '(', 'Knicks', ')', ',', 'Bob', 'Cousy', ',', 'K.C.', 'Jones', '(', 'Celtics', ')', '.']	[0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 2, 0, 3, 0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 0, 3, 0, 0, 1, 2, 0, 1, 2, 0, 3, 0, 0]	pl	W składzie reprezentacji gwiazd znajdowali się zawodnicy NBA: Bob Pettit (Hawks), Tom Heinsohn (Celtics), Bill Russell (Celtics), Oscar Robertson (Royals), Jerry Lucas (Royals), Tom Gola (Knicks), Bob Cousy, K.C. Jones (Celtics).
['Król', 'planował', 'teraz', 'uderzenie', 'na', 'Tczew', 'i', 'Grudziądz', ',', 'jednak', 'wygłodzeni', 'żołnierze', 'zbuntowali', 'się', ',', 'żądając', 'wypłaty', 'zaległego', 'żołdu', '.']	[0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	pl	Król planował teraz uderzenie na Tczew i Grudziądz, jednak wygłodzeni żołnierze zbuntowali się, żądając wypłaty zaległego żołdu.
['Był', 'jednym', 'z', 'muzycznych', 'wzorców', 'dla', 'artystów', 'takich', 'jak', 'Jimi', 'Hendrix', ',', 'The', 'Beatles', ',', 'The', 'Beach', 'Boys', ',', 'Elvis', 'Costello', ',', 'The', 'Rolling', 'Stones', 'czy', 'Bob', 'Dylan', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 4, 0, 3, 4, 4, 0, 1, 2, 0, 3, 4, 4, 0, 1, 2, 0]	pl	Był jednym z muzycznych wzorców dla artystów takich jak Jimi Hendrix, The Beatles, The Beach Boys, Elvis Costello, The Rolling Stones czy Bob Dylan.
"['Użyczał', 'głosu', 'tytułowej', 'postaci', 'z', 'serialu', 'pod', 'tytułem', '""', 'Johnny', 'Bravo', '""', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0]	pl	"Użyczał głosu tytułowej postaci z serialu pod tytułem ""Johnny Bravo""."
['W', '1801', 'Giuseppe', 'Piazzi', 'odkrył', 'planetę', 'karłowatą', 'Ceres', ',', 'niewielkie', 'ciało', 'niebieskie', 'pomiędzy', 'orbitami', 'Marsa', 'i', 'Jowisza', ',', 'które', 'początkowo', 'zostało', 'uznane', 'za', 'nową', 'planetę', '.']	[0, 0, 1, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]	pl	W 1801 Giuseppe Piazzi odkrył planetę karłowatą Ceres, niewielkie ciało niebieskie pomiędzy orbitami Marsa i Jowisza, które początkowo zostało uznane za nową planetę.
"['Pod', 'koniec', 'drugiego', 'sezonu', 'był', 'to', 'jeden', 'z', 'najlepiej', 'oglądanych', 'programów', 'w', 'telewizji', 'kablowej', ',', 'ustępując', 'miejsca', 'tylko', 'kreskówce', '""', 'Miasteczko', 'South', 'Park', '""', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 0, 0]	pl	"Pod koniec drugiego sezonu był to jeden z najlepiej oglądanych programów w telewizji kablowej, ustępując miejsca tylko kreskówce ""Miasteczko South Park""."
['Czterech', 'ludzi', 'dokonuje', 'napadu', 'na', 'bank', 'w', 'Saint-Jean-de-Monts', '.']	[0, 0, 0, 0, 0, 0, 0, 5, 0]	pl	Czterech ludzi dokonuje napadu na bank w Saint-Jean-de-Monts.
['Jednak', 'z', 'tego', 'samego', 'względu', 'XML', 'w', 'praktyce', 'zajmuje', 'znacząco', 'więcej', 'miejsca', 'niż', 'analogiczny', 'obiekt', 'przesyłany', 'za', 'pomocą', 'formatu', 'JSON', '.']	[0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	pl	Jednak z tego samego względu XML w praktyce zajmuje znacząco więcej miejsca niż analogiczny obiekt przesyłany za pomocą formatu JSON.
['W', '2011', 'był', 'trenerem', 'algierskiego', 'ES', 'Sétif', ',', 'a', 'w', '2012', 'saudyjskiego', 'Ettifaq', 'FC', '.']	[0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 3, 4, 0]	pl	W 2011 był trenerem algierskiego ES Sétif, a w 2012 saudyjskiego Ettifaq FC.
"['""', 'Puy-en-Velay', '""', '–', 'miejscowość', 'i', 'gmina', 'we', 'Francji', ',', 'w', 'regionie', 'Owernia-Rodan-Alpy', ',', 'w', 'departamencie', 'Górna', 'Loara', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 6, 0]	pl	"""Puy-en-Velay"" – miejscowość i gmina we Francji, w regionie Owernia-Rodan-Alpy, w departamencie Górna Loara."
['27', 'stycznia', '2010', 'Sun', 'został', 'przejęty', 'przez', 'Oracle', 'Corporation', '.']	[0, 0, 0, 3, 0, 0, 0, 3, 4, 0]	pl	27 stycznia 2010 Sun został przejęty przez Oracle Corporation.
['Trzecim', 'rozumieniem', 'posługiwał', 'się', 'Parmenides', ',', 'twórca', 'pierwszej', 'definicji', 'pojęcia', 'bytu', '.']	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	pl	Trzecim rozumieniem posługiwał się Parmenides, twórca pierwszej definicji pojęcia bytu.
['22', 'października', '2012', 'jego', 'debiutancki', 'kontrakt', 'został', 'automatycznie', 'przedłużony', 'przez', 'Denver', 'Nuggets', 'do', 'końca', 'sezonu', '2013', '/', '14', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0]	pl	22 października 2012 jego debiutancki kontrakt został automatycznie przedłużony przez Denver Nuggets do końca sezonu 2013 / 14.
['Pracowała', 'jako', 'pielęgniarka', ',', 'potem', 'w', 'administracji', 'służby', 'zdrowia', '(', 'w', '1965', 'uzyskała', 'bakalaureat', 'z', 'zarządzania', 'służbą', 'zdrowia', 'na', 'uniwersytecie', 'w', 'Chicago', ')', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]	pl	Pracowała jako pielęgniarka, potem w administracji służby zdrowia (w 1965 uzyskała bakalaureat z zarządzania służbą zdrowia na uniwersytecie w Chicago).
['Najskuteczniejszym', 'zawodnikiem', 'drużyny', 'był', 'wtedy', 'Józef', 'Sobota', '.']	[0, 0, 0, 0, 0, 1, 2, 0]	pl	Najskuteczniejszym zawodnikiem drużyny był wtedy Józef Sobota.
['W', 'MŚ', 'w', 'lotach', 'w', 'Vikersund', 'znalazł', 'się', 'na', '16', '.']	[0, 7, 0, 0, 0, 5, 0, 0, 0, 0, 0]	pl	W MŚ w lotach w Vikersund znalazł się na 16.
['Jego', 'partnerką', 'w', 'filmie', 'jest', 'Aishwarya', 'Rai', '.']	[0, 0, 0, 0, 0, 1, 2, 0]	pl	Jego partnerką w filmie jest Aishwarya Rai.
['W', '2000', 'roku', 'z', 'piosenką', '„', 'My', 'Star', '”', 'reprezentował', 'Łotwę', 'w', '45', '.']	[0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 5, 0, 0, 0]	pl	W 2000 roku z piosenką „My Star ” reprezentował Łotwę w 45.
"['Pochodzi', 'z', 'jego', 'albumu', 'pt.', '""', 'Tha', 'Doggfather', '""', '.']"	[0, 0, 0, 0, 0, 0, 7, 8, 0, 0]	pl	"Pochodzi z jego albumu pt. ""Tha Doggfather""."
"['""', 'Nutella', '""', '–', 'krem', 'cukrowo-tłuszczowy', 'z', 'dodatkiem', 'orzechów', 'laskowych', 'i', 'kakao', ',', 'produkcji', 'włoskiej', 'firmy', 'Ferrero', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]	pl	"""Nutella"" – krem cukrowo-tłuszczowy z dodatkiem orzechów laskowych i kakao, produkcji włoskiej firmy Ferrero."
['Danica', 'Patrick', ',', 'której', 'umożliwił', 'debiut', 'w', 'IndyCar', 'w', '2005', 'roku', '.']	[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	pl	Danica Patrick, której umożliwił debiut w IndyCar w 2005 roku.
['Była', 'to', 'Pruska', 'Kolej', 'Wschodnia', ',', 'której', 'Dyrekcja', 'w', 'latach', '1849', '-', '1895', 'znajdowała', 'się', 'w', 'Bydgoszczy', '.']	[0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]	pl	Była to Pruska Kolej Wschodnia, której Dyrekcja w latach 1849 - 1895 znajdowała się w Bydgoszczy.
['„', 'My', 'Humps', '”', '–', 'kolejna', 'piosenka', 'natychmiast', 'osiągnęła', 'sukces', 'komercyjny', 'w', 'USA', '.']	[0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]	pl	„My Humps ” – kolejna piosenka natychmiast osiągnęła sukces komercyjny w USA.
['Znajduje', 'się', 'tu', 'jedyne', 'lotnisko', 'na', 'wyspie', '–', 'port', 'lotniczy', 'Mataveri', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0]	pl	Znajduje się tu jedyne lotnisko na wyspie – port lotniczy Mataveri.
['Przez', 'jezioro', 'Brienz', 'przepływa', 'rzeka', 'Aare', ',', 'a', 'uchodzą', 'do', 'niego', 'rzeki', 'Lütschine', 'oraz', 'Giessbach', '.']	[0, 5, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0]	pl	Przez jezioro Brienz przepływa rzeka Aare, a uchodzą do niego rzeki Lütschine oraz Giessbach.
