tokens	ner_tags	lang	text
['В', 'силу', 'различных', 'причин', 'она', 'заинтересовывается', '(', 'по-своему', 'неравнодушным', 'к', 'ней', ')', 'оператором', 'Потоцким', ',', 'а', 'впоследствии', 'и', 'его', 'подпольной', 'деятельностью', ',', 'кажущейся', 'ей', 'романтично', 'прекрасной', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	ru	В силу различных причин она заинтересовывается (по-своему неравнодушным к ней) оператором Потоцким, а впоследствии и его подпольной деятельностью, кажущейся ей романтично прекрасной.
['Однако', 'когда', 'в', 'тронном', 'зале', 'объявляются', 'демоны', ',', 'становится', 'ясно', ',', 'что', 'приключения', 'Эша', 'ещё', 'не', 'закончены', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	ru	Однако когда в тронном зале объявляются демоны, становится ясно, что приключения Эша ещё не закончены.
['и', 'межгорных', 'котловин', '(', 'Гусиноозёрская', ',', 'Баргузинская', ',', 'Верхнеангарская', 'и', 'др', '.', ')', '.']	[0, 0, 0, 0, 5, 0, 5, 0, 5, 0, 0, 0, 0, 0]	ru	и межгорных котловин (Гусиноозёрская, Баргузинская, Верхнеангарская и др.).
['Оригинальным', 'по', 'конструкции', 'является', 'Северный', 'мост', ',', 'который', 'является', 'единственным', 'двухъярусным', 'мостом', 'в', 'Центральном', 'Черноземье', '.']	[0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]	ru	Оригинальным по конструкции является Северный мост, который является единственным двухъярусным мостом в Центральном Черноземье.
['Понятие', 'логоса', ',', 'в', 'силу', 'богатства', 'своего', 'содержания', ',', 'прочно', 'вошло', 'в', 'категориальный', 'аппарат', 'философии', 'различных', 'направлений', 'и', 'использовалось', 'в', 'различных', 'контекстах', ',', 'в', 'частности', ',', 'Фихте', ',', 'Гегелем', ',', 'Флоренским', ',', 'Эрном', ',', 'Хайдеггером', 'и', 'другими', 'философами', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]	ru	Понятие логоса, в силу богатства своего содержания, прочно вошло в категориальный аппарат философии различных направлений и использовалось в различных контекстах, в частности, Фихте, Гегелем, Флоренским, Эрном, Хайдеггером и другими философами.
['В', 'феврале', '2000', 'года', 'состоялся', 'бой', 'двух', 'известных', 'боксеров', '-', 'Марко', 'Антонио', 'Барреры', 'и', 'непобеждённого', 'Эрика', 'Моралеса', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 1, 2, 0]	ru	В феврале 2000 года состоялся бой двух известных боксеров - Марко Антонио Барреры и непобеждённого Эрика Моралеса.
['Намного', 'позже', ',', 'став', 'прославленным', 'композитором', ',', 'Гершвин', 'не', 'переставал', 'учиться', ',', 'совершенствовать', 'свою', 'технику', '.']	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	ru	Намного позже, став прославленным композитором, Гершвин не переставал учиться, совершенствовать свою технику.
"['Кроме', 'того', ',', 'в', 'некоторые', 'моменты', 'присутствует', 'и', 'система', '""', 'QTE', '""', ',', 'когда', 'надо', 'нажимать', 'кнопки', ',', 'изображения', 'которых', 'появляются', 'на', 'экране', 'случайным', 'образом', ',', 'чтобы', 'избежать', 'гибели', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	ru	"Кроме того, в некоторые моменты присутствует и система ""QTE"", когда надо нажимать кнопки, изображения которых появляются на экране случайным образом, чтобы избежать гибели."
['Первый', 'рубеж', 'на', 'пути', 'к', 'Константинополю', 'был', 'сдан', 'без', 'серьёзных', 'сражений', '.']	[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]	ru	Первый рубеж на пути к Константинополю был сдан без серьёзных сражений.
['География', '.']	[7, 0]	ru	География.
['Здесь', 'имеются', 'уже', 'налицо', 'элементы', 'для', 'дальнейшего', 'выделения', 'поэтических', 'родов', ',', 'соединённых', 'первоначально', '-', 'как', 'это', 'указал', 'впервые', 'Спенсер', '-', 'в', 'одном', 'произведении', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	ru	Здесь имеются уже налицо элементы для дальнейшего выделения поэтических родов, соединённых первоначально - как это указал впервые Спенсер - в одном произведении.
['До', 'конца', 'XVI', 'века', 'Куба', 'была', 'заселена', 'индейскими', 'племенами', ',', 'сначала', 'гуанахатабей', '(', 'в', 'VI', 'веке', 'до', 'нашей', 'эры', ')', ',', 'позже', 'араваками', '.']	[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	ru	До конца XVI века Куба была заселена индейскими племенами, сначала гуанахатабей (в VI веке до нашей эры), позже араваками.
['Разведанные', 'на', 'шельфе', 'запасы', 'нефти', 'и', 'газа', 'стали', 'важным', 'подспорьем', 'для', 'экономики', ',', 'и', 'сегодня', 'Великобритания', 'является', 'одним', 'из', 'основных', 'производителей', 'углеводородов', 'в', 'Европе', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0]	ru	Разведанные на шельфе запасы нефти и газа стали важным подспорьем для экономики, и сегодня Великобритания является одним из основных производителей углеводородов в Европе.
['Аниме-сериал', 'по', 'сюжету', 'произведения', ',', 'выпущенный', 'студией', 'A-1', 'Pictures', ',', 'транслировался', 'с', 'октября', 'по', 'декабрь', '2008', 'года', '.']	[0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]	ru	Аниме-сериал по сюжету произведения, выпущенный студией A-1 Pictures, транслировался с октября по декабрь 2008 года.
['Его', 'колонии', 'располагаются', 'почти', 'исключительно', 'на', 'девяти', 'небольших', 'островах', 'в', 'проливе', 'Басса', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]	ru	Его колонии располагаются почти исключительно на девяти небольших островах в проливе Басса.
['Сочетает', 'в', 'себе', 'функциональность', 'утилит', 'ping', 'и', 'tracert', 'и', 'обладает', 'дополнительными', 'возможностями', '.']	[0, 0, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0]	ru	Сочетает в себе функциональность утилит ping и tracert и обладает дополнительными возможностями.
['Река', 'берёт', 'исток', 'на', 'южной', 'оконечности', 'озера', 'Ньяса', ',', 'для', 'которого', 'река', 'является', 'единственным', 'стоком', '.']	[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]	ru	Река берёт исток на южной оконечности озера Ньяса, для которого река является единственным стоком.
['Находится', 'на', 'расстоянии', '49', 'световых', 'лет', 'от', 'Земли', '.']	[0, 0, 0, 0, 0, 0, 0, 5, 0]	ru	Находится на расстоянии 49 световых лет от Земли.
['В', 'дальнейшем', 'выводить', 'её', 'значение', 'предполагается', 'из', 'параллакса', 'Солнца', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 5, 0]	ru	В дальнейшем выводить её значение предполагается из параллакса Солнца.
['что', 'Лондон', 'имел', 'большое', 'значение', '.']	[0, 5, 0, 0, 0, 0]	ru	что Лондон имел большое значение.
['Этим', 'аллегориям', 'придаётся', 'также', 'политический', 'смысл', ':', 'рысь', '-', 'Флоренция', ',', 'пятна', 'на', 'шкуре', 'которой', 'должны', 'обозначать', 'вражду', 'партий', 'гвельфов', 'и', 'гибеллинов', ';', 'лев', ',', 'символ', 'грубой', 'физической', 'силы', '-', 'Франция', ';', 'волчица', ',', 'алчная', 'и', 'похотливая', ',', '-', 'папская', 'курия', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	ru	Этим аллегориям придаётся также политический смысл: рысь - Флоренция, пятна на шкуре которой должны обозначать вражду партий гвельфов и гибеллинов; лев, символ грубой физической силы - Франция; волчица, алчная и похотливая, - папская курия.
['Испытывая', 'восхищение', 'перед', 'храбростью', 'авиаторов', 'и', 'повинуясь', 'эмоциям', 'от', 'торжественности', 'церемонии', ',', 'мальчик', 'запевает', 'P-51', 'колыбельную', 'песню', '«', '»', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0]	ru	Испытывая восхищение перед храбростью авиаторов и повинуясь эмоциям от торжественности церемонии, мальчик запевает P-51 колыбельную песню « ».
['Первый', 'в', 'мире', 'автобус', 'с', 'двигателем', 'внутреннего', 'сгорания', ',', 'работающим', 'на', 'бензине', ',', 'был', 'построен', 'в', 'Германии', 'в', '1894', '-', '1895', 'годах', 'заводом', '«', 'Бенц', '»', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0]	ru	Первый в мире автобус с двигателем внутреннего сгорания, работающим на бензине, был построен в Германии в 1894 - 1895 годах заводом « Бенц ».
['В', 'течение', '2-х', 'лет', '(', '1987', '-', '1988', ')', 'завоевывал', 'звание', 'чемпиона', 'СССР', 'по', 'боксу', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]	ru	В течение 2-х лет (1987 - 1988) завоевывал звание чемпиона СССР по боксу.
['Основной', 'режим', 'Emacs', 'определяется', 'типом', 'редактируемого', 'файла', '.']	[0, 0, 7, 0, 0, 0, 0, 0]	ru	Основной режим Emacs определяется типом редактируемого файла.
['В', '1935', 'году', 'был', 'избран', 'в', 'Сейм', 'и', 'оставался', 'членом', 'польского', 'парламента', 'до', '1939', 'года', '.']	[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]	ru	В 1935 году был избран в Сейм и оставался членом польского парламента до 1939 года.
['Воспитанник', 'школы', '«', 'Ривер', 'Плейта', '»', ',', 'в', 'основе', 'которого', 'дебютировал', 'в', '1998', 'году', '.']	[0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	ru	Воспитанник школы « Ривер Плейта », в основе которого дебютировал в 1998 году.
['У', 'Аристотеля', 'теология', '-', 'часть', 'философии', '(', 'наряду', 'с', 'математикой', 'и', 'физикой', ')', ',', '«', 'учение', 'о', 'божественном', '»', '(', ')', '.']	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	ru	У Аристотеля теология - часть философии (наряду с математикой и физикой), « учение о божественном » ().
"['Из', 'водных', 'растворов', 'кристаллизуется', 'голубовато-зелёный', 'гептагидрат', 'FeSO', '·', '7НО', ',', 'который', 'носит', 'тривиальное', 'название', '""', 'железный', 'купоро́с', '""', '.']"	[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	ru	"Из водных растворов кристаллизуется голубовато-зелёный гептагидрат FeSO · 7НО, который носит тривиальное название ""железный купоро́с""."
['Портал', 'Absolute', 'Games', 'поставил', 'игре', '55', '%', '.']	[0, 7, 8, 0, 0, 0, 0, 0]	ru	Портал Absolute Games поставил игре 55%.
['Андреа', 'родился', 'в', 'городе', 'Фьезоле', 'провинции', 'Флоренция', ',', 'в', 'регионе', 'Тоскана', '.']	[0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 5, 0]	ru	Андреа родился в городе Фьезоле провинции Флоренция, в регионе Тоскана.
['В', 'сезоне', '2008', '/', '2009', 'ещё', 'десять', 'раз', 'заняла', 'место', 'в', 'числе', 'теперь', 'уже', 'сорока', 'лучших', ',', 'получающих', 'зачётные', 'очки', ',', 'показав', 'лучший', 'результат', 'в', 'кубковой', 'карьере', '-', '5-е', 'место', 'в', 'индивидуальной', 'гонке', 'на', 'чемпионате', 'мира', 'в', 'корейском', 'Пхёнчхане', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]	ru	В сезоне 2008 / 2009 ещё десять раз заняла место в числе теперь уже сорока лучших, получающих зачётные очки, показав лучший результат в кубковой карьере - 5-е место в индивидуальной гонке на чемпионате мира в корейском Пхёнчхане.
['В', '1841', 'почтовое', 'ведомство', 'предложило', 'ему', 'повышение', '-', 'должность', 'почтового', 'контролёра', 'в', 'Ирландии', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]	ru	В 1841 почтовое ведомство предложило ему повышение - должность почтового контролёра в Ирландии.
['был', 'руководителем', 'вагнеровского', 'фестиваля', 'в', 'Байройте', '.']	[0, 0, 0, 0, 0, 5, 0]	ru	был руководителем вагнеровского фестиваля в Байройте.
['В', 'XII', 'веке', 'представители', 'этого', 'рода', 'владели', 'замком', 'Табуа', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 5, 0]	ru	В XII веке представители этого рода владели замком Табуа.
['Морское', 'сообщение', 'Катманду', 'осуществляется', 'через', 'порт', 'индийской', 'Калькутты', '.']	[0, 0, 5, 0, 0, 0, 0, 5, 0]	ru	Морское сообщение Катманду осуществляется через порт индийской Калькутты.
"['Рам', 'Мохан', 'Рой', 'утверждал', ',', 'что', 'случаи', '""', 'сати', '""', 'преобладали', 'в', 'Бенгалии', 'по', 'сравнению', 'с', 'другими', 'регионами', 'субконтинента', '.']"	[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]	ru	"Рам Мохан Рой утверждал, что случаи ""сати"" преобладали в Бенгалии по сравнению с другими регионами субконтинента."
['15', 'ноября', '2011', 'Paramount', 'Pictures', 'выпустила', 'в', 'продажу', 'Blu-Ray', 'версию', 'фильма', '.']	[0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0]	ru	15 ноября 2011 Paramount Pictures выпустила в продажу Blu-Ray версию фильма.
['Кенгуру', 'распространён', 'по', 'всему', 'континенту', 'Австралия', ',', 'за', 'исключением', 'плодородных', 'областей', 'на', 'юге', ',', 'восточного', 'побережья', ',', 'западных', 'пустынных', 'районов', 'и', 'тропических', 'лесов', 'на', 'севере', '.']	[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	ru	Кенгуру распространён по всему континенту Австралия, за исключением плодородных областей на юге, восточного побережья, западных пустынных районов и тропических лесов на севере.
['У', '42', '%', 'образцов', 'шерстистых', 'мамонтов', ',', 'обнаруженных', 'в', 'древней', 'старице', 'реки', 'Бёрёлёх', ',', 'присутствуют', 'признаки', 'остеодистрофии', '-', 'заболевания', 'скелетной', 'системы', ',', 'вызванного', 'нарушениями', 'обмена', 'веществ', 'из-за', 'недостатка', 'жизненно', 'важных', 'макро', '-', 'и', 'микроэлементов', '(', 'минеральным', 'голоданием', ')', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	ru	У 42% образцов шерстистых мамонтов, обнаруженных в древней старице реки Бёрёлёх, присутствуют признаки остеодистрофии - заболевания скелетной системы, вызванного нарушениями обмена веществ из-за недостатка жизненно важных макро - и микроэлементов (минеральным голоданием).
['Два', 'тунца', ',', 'по', 'размеру', 'равные', 'дельфину', ',', 'изображены', 'на', 'местной', 'монете', 'III', 'века', 'нашей', 'эры', ',', 'отчеканенной', 'при', 'римском', 'императоре', 'Гете', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	ru	Два тунца, по размеру равные дельфину, изображены на местной монете III века нашей эры, отчеканенной при римском императоре Гете.
['Его', 'золотой', 'век', 'пришёлся', 'на', 'вторую', 'половину', 'XVIII', 'века', ',', 'когда', 'ланьцутской', 'усадьбой', 'владели', 'его', 'тезоименитый', 'потомок', 'с', 'супругой', 'Изабеллой', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	ru	Его золотой век пришёлся на вторую половину XVIII века, когда ланьцутской усадьбой владели его тезоименитый потомок с супругой Изабеллой.
['В', 'мае', 'она', 'великолепно', 'выступила', 'на', 'премьер-турнире', 'в', 'Риме', ',', 'став', 'чемпионкой', 'этого', 'престижного', 'турнира', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]	ru	В мае она великолепно выступила на премьер-турнире в Риме, став чемпионкой этого престижного турнира.
