tokens	ner_tags	lang	text
"['Geplant', 'war', 'der', 'Film', 'als', 'Teil', 'einer', 'Kompilation', 'im', 'Stil', 'von', '""', 'Drei', 'Caballeros', '""', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0]	de	"Geplant war der Film als Teil einer Kompilation im Stil von ""Drei Caballeros""."
['März', '2020', 'exklusiv', 'für', 'die', 'Nintendo', 'Switch', '.']	[0, 0, 0, 0, 0, 7, 8, 0]	de	März 2020 exklusiv für die Nintendo Switch.
"['Im', '""', 'Parmenides', '""', 'hingegen', 'ist', 'davon', 'die', 'Rede', ',', 'dass', 'Sokrates', 'an', 'der', 'Existenz', 'von', 'Ideen', 'einzelner', 'Phänomene', 'wie', 'Feuer', 'oder', 'Wasser', 'zweifelte', 'und', 'die', 'Vorstellung', 'anstößig', 'fand', ',', 'dass', 'geringfügigen', 'oder', 'verächtlichen', 'Dingen', 'wie', 'Kot', 'oder', 'Schmutz', 'eigene', 'Ideen', 'zugeordnet', 'seien', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	"Im ""Parmenides"" hingegen ist davon die Rede, dass Sokrates an der Existenz von Ideen einzelner Phänomene wie Feuer oder Wasser zweifelte und die Vorstellung anstößig fand, dass geringfügigen oder verächtlichen Dingen wie Kot oder Schmutz eigene Ideen zugeordnet seien."
['Er', 'überließ', 'schließlich', 'seinem', 'Sohn', 'die', 'Filmrechte', ',', 'der', 'diesen', 'Film', 'zusammen', 'mit', 'Saul', 'Zaentz', 'verfilmte', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]	de	Er überließ schließlich seinem Sohn die Filmrechte, der diesen Film zusammen mit Saul Zaentz verfilmte.
['von', 'Dänemark', '.']	[0, 5, 0]	de	von Dänemark.
['Sein', 'Enkel', 'ist', 'der', 'ehemalige', 'SAP', 'Vorstand', 'Bill', 'McDermott', '.']	[0, 0, 0, 0, 0, 3, 0, 1, 2, 0]	de	Sein Enkel ist der ehemalige SAP Vorstand Bill McDermott.
['Dabei', 'kommt', 'es', 'im', 'dritten', 'Teil', 'zu', 'einer', 'Konfrontation', 'zwischen', 'ihm', 'und', 'Vergil', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	de	Dabei kommt es im dritten Teil zu einer Konfrontation zwischen ihm und Vergil.
['Schon', 'Jane', 'Goodall', 'berichtete', 'in', 'den', '1970er', '-', 'Jahren', 'über', 'solche', 'Beobachtungen', '.']	[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Schon Jane Goodall berichtete in den 1970er - Jahren über solche Beobachtungen.
['Oktober', '1997', 'besiegte', 'er', 'Chris', 'Eubank', '(', '45', '-', '2', ')', 'einstimmig', 'nach', 'Punkten', 'und', 'hatte', 'seinen', 'Gegner', 'auch', 'zweimal', 'am', 'Boden', '.']	[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Oktober 1997 besiegte er Chris Eubank (45 - 2) einstimmig nach Punkten und hatte seinen Gegner auch zweimal am Boden.
"['Verfasser', 'des', 'später', 'durch', 'Walt', 'Disney', 'als', 'Zeichentrickfilm', 'auf', 'die', 'Leinwand', 'gebrachten', 'Kinderbuches', '""', 'Bambi', '""', ')', 'zugeschrieben', '.']"	[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0]	de	"Verfasser des später durch Walt Disney als Zeichentrickfilm auf die Leinwand gebrachten Kinderbuches ""Bambi"") zugeschrieben."
['September', 'Avellino', 'und', 'am', '1', '.']	[0, 5, 0, 0, 0, 0]	de	September Avellino und am 1.
['November', '2011', 'auf', 'dem', 'US-amerikanischen', 'Disney', 'Channel', 'statt', '.']	[0, 0, 0, 0, 0, 3, 4, 0, 0]	de	November 2011 auf dem US-amerikanischen Disney Channel statt.
['Bei', 'einem', 'Kurzaufenthalt', 'in', 'Oxford', 'lernte', 'er', 'Johann', 'Jacob', 'Dillen', 'kennen', '.']	[0, 0, 0, 0, 5, 0, 0, 1, 2, 2, 0, 0]	de	Bei einem Kurzaufenthalt in Oxford lernte er Johann Jacob Dillen kennen.
"['Als', 'Konsequenz', 'wurde', 'sein', 'Auftritt', 'im', 'Film', '""', 'Spiceworld', '–', 'Der', 'Film', '""', 'herausgeschnitten', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 8, 0, 0, 0]	de	"Als Konsequenz wurde sein Auftritt im Film ""Spiceworld – Der Film"" herausgeschnitten."
['Mai', '1999', 'in', 'einem', 'Heimspiel', 'gegen', 'Manchester', 'United', 'mit', 'einem', 'späten', 'Ausgleichstreffer', 'für', 'einen', 'der', 'wenigen', 'Höhepunkte', '.']	[0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Mai 1999 in einem Heimspiel gegen Manchester United mit einem späten Ausgleichstreffer für einen der wenigen Höhepunkte.
['Andererseits', 'hat', 'etwa', 'Peter', 'Strawson', 'bestritten', ',', 'dass', 'Tatsachen', 'neben', 'den', 'Dingen', 'eine', 'Realität', 'in', 'der', 'Welt', 'haben', '.']	[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Andererseits hat etwa Peter Strawson bestritten, dass Tatsachen neben den Dingen eine Realität in der Welt haben.
"['Sie', 'schrieb', 'an', 'diesen', 'Regisseur', ',', 'da', 'er', 'mit', '""', 'Der', 'schwarze', 'Hengst', '""', '(', '1979', ')', 'gerade', 'die', 'erfolgreiche', 'Verfilmung', 'eines', 'Jugendbuches', 'produziert', 'hatte', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	"Sie schrieb an diesen Regisseur, da er mit ""Der schwarze Hengst"" (1979) gerade die erfolgreiche Verfilmung eines Jugendbuches produziert hatte."
"['Die', 'Mannschaften', 'und', 'ihre', 'Boote', 'werden', 'in', 'den', 'Medien', 'oft', 'als', '""', 'Piratenfischer', '""', 'bezeichnet', ',', 'ein', 'Begriff', ',', 'der', 'insbesondere', 'von', 'Umweltschutzorganisationen', 'wie', 'Greenpeace', 'als', 'Schlagwort', 'verwendet', 'wird', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]	de	"Die Mannschaften und ihre Boote werden in den Medien oft als ""Piratenfischer"" bezeichnet, ein Begriff, der insbesondere von Umweltschutzorganisationen wie Greenpeace als Schlagwort verwendet wird."
"['Unter', 'Kaiser', 'Commodus', 'wurde', 'der', 'Monat', 'in', '""', 'Invictus', '""', 'umbenannt', ',', 'nach', 'dem', 'Tod', 'des', 'Kaisers', 'erhielt', 'er', 'allerdings', 'seinen', 'alten', 'Namen', 'zurück', '.']"	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	"Unter Kaiser Commodus wurde der Monat in ""Invictus"" umbenannt, nach dem Tod des Kaisers erhielt er allerdings seinen alten Namen zurück."
['Im', 'Gesamtklassement', 'wurde', 'er', 'Zweiter', 'mit', '39', 'Sekunden', 'Rückstand', 'auf', 'Alberto', 'Contador', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	de	Im Gesamtklassement wurde er Zweiter mit 39 Sekunden Rückstand auf Alberto Contador.
"['Die', 'Stadt', 'am', 'U.S.', 'Highway', '90', ',', 'am', 'Zusammenfluss', 'des', 'Sabine', 'River', 'mit', 'dem', 'Gulf', 'Intracoastal', 'Waterway', 'im', 'Südosten', 'von', 'Texas', ',', 'nahe', 'der', 'Grenze', 'zu', 'Louisiana', ',', 'ist', 'im', 'Süden', 'rund', '40', '""', 'km', 'von', 'Golf', 'von', 'Mexiko', 'entfernt', 'und', 'hat', 'eine', 'Gesamtfläche', 'von', '53,8', '""', 'km', '²', ',', 'wovon', '1,8', '""', 'km', '²', 'Wasserfläche', 'ist', '.']"	[0, 0, 0, 5, 6, 6, 0, 0, 0, 0, 5, 6, 0, 0, 5, 6, 6, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	"Die Stadt am U.S. Highway 90, am Zusammenfluss des Sabine River mit dem Gulf Intracoastal Waterway im Südosten von Texas, nahe der Grenze zu Louisiana, ist im Süden rund 40 ""km von Golf von Mexiko entfernt und hat eine Gesamtfläche von 53,8"" km ², wovon 1,8 ""km ² Wasserfläche ist."
['Seit', '1909', 'lebte', 'er', 'dauerhaft', 'in', 'Bayreuth', '.']	[0, 0, 0, 0, 0, 0, 5, 0]	de	Seit 1909 lebte er dauerhaft in Bayreuth.
['Der', 'ansehnliche', 'Käfer', 'kommt', 'nur', 'in', 'den', 'östlichen', 'Pyrenäen', 'vor', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]	de	Der ansehnliche Käfer kommt nur in den östlichen Pyrenäen vor.
['In', 'fast', 'ganz', 'Europa', 'wurde', 'das', 'Spiel', 'aus', 'dem', 'Handel', 'genommen', '.']	[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]	de	In fast ganz Europa wurde das Spiel aus dem Handel genommen.
['Frederik', 'L.', 'Schodt', 'fasst', 'Manga', 'zusammen', 'als', '„', 'eine', 'japanische', 'Erzählkunst', 'mit', 'langer', 'Tradition', ',', 'die', 'eine', 'aus', 'dem', 'Westen', 'importierte', 'physische', 'Form', 'angenommen', 'hat', '“', '.']	[1, 2, 2, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Frederik L. Schodt fasst Manga zusammen als „eine japanische Erzählkunst mit langer Tradition, die eine aus dem Westen importierte physische Form angenommen hat“.
['2012', 'kaufte', 'er', 'Papiss', 'Demba', 'Cissé', 'vom', 'SC', 'Freiburg', ',', 'und', 'konnte', 'den', 'Club', 'lange', 'auf', 'den', 'vorderen', 'Tabellenplätzen', 'halten', '.']	[0, 0, 0, 1, 2, 2, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	2012 kaufte er Papiss Demba Cissé vom SC Freiburg, und konnte den Club lange auf den vorderen Tabellenplätzen halten.
"['""', 'Boney', '""', 'ist', 'eine', 'australische', 'Krimiserie', ',', 'die', 'auf', 'Romanen', 'von', 'Arthur', 'W.', 'Upfield', 'basiert', '.']"	[0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0]	de	"""Boney"" ist eine australische Krimiserie, die auf Romanen von Arthur W. Upfield basiert."
['Chr.', 'Autonomie', 'von', 'der', 'Mutterstadt', 'Syrakus', 'erlangt', 'hatte', ',', 'und', 'nun', 'eigene', 'Kolonien', 'gründete', '.']	[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Chr. Autonomie von der Mutterstadt Syrakus erlangt hatte, und nun eigene Kolonien gründete.
['Die', 'Premiere', 'auf', 'Rai', 'Gulp', 'sahen', '272.000', 'Zuschauer', ',', 'was', 'einen', 'Marktanteil', 'von', '1', '%', 'bedeutet', '.']	[0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Die Premiere auf Rai Gulp sahen 272.000 Zuschauer, was einen Marktanteil von 1% bedeutet.
['Im', 'Sommer', '2007', 'wurde', 'er', 'von', 'Trainer', 'Marco', 'Kurz', 'in', 'den', 'Profikader', 'berufen', ',', 'wo', 'er', 'am', '27', '.']	[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Im Sommer 2007 wurde er von Trainer Marco Kurz in den Profikader berufen, wo er am 27.
['Daraufhin', 'spielte', 'er', 'vier', 'Jahre', 'lang', 'mit', 'Hertha', 'BSC', 'in', 'der', '2', '.']	[0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0]	de	Daraufhin spielte er vier Jahre lang mit Hertha BSC in der 2.
"['Der', 'heute', 'hohe', 'Berg', '(', 'vor', 'dem', 'Ausbruch', 'von', '1991', 'war', 'er', 'hoch', ')', 'liegt', '93', '""', 'km', 'nordwestlich', 'von', 'Manila', 'und', '26', '""', 'km', 'westlich', 'von', 'Angeles', 'City', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 6, 0]	de	"Der heute hohe Berg (vor dem Ausbruch von 1991 war er hoch) liegt 93 ""km nordwestlich von Manila und 26"" km westlich von Angeles City."
"['Die', 'Stadt', 'erhält', 'den', 'Namen', 'Wladiwostok', '(', '""', 'Beherrsche', 'den', 'Osten', '""', ')', '.']"	[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]	de	"Die Stadt erhält den Namen Wladiwostok (""Beherrsche den Osten"")."
['Königin', 'Atalja', '(', '845', '–', '840', ')', 'soll', 'den', 'Baalskult', 'im', 'Tempel', 'eingeführt', 'haben', '.']	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Königin Atalja (845 – 840) soll den Baalskult im Tempel eingeführt haben.
['Viele', 'Musiker', ',', 'die', 'sich', 'später', 'wieder', 'akustisch', 'gespielter', 'Musik', 'zuwendeten', ',', 'hielten', 'am', 'Fusionkonzept', 'fest', ',', 'und', 'machen', '(', 'wie', 'beispielsweise', 'Roberto', 'di', 'Gioia', 'oder', 'Eddie', 'Gomez', ')', 'bis', 'heute', 'gekonnt', 'arrangierte', ',', 'unterhaltende', 'Musik', 'von', 'sehr', 'hoher', 'Komplexität', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Viele Musiker, die sich später wieder akustisch gespielter Musik zuwendeten, hielten am Fusionkonzept fest, und machen (wie beispielsweise Roberto di Gioia oder Eddie Gomez) bis heute gekonnt arrangierte, unterhaltende Musik von sehr hoher Komplexität.
['Von', '1988', 'bis', '1989', 'und', '1991', 'bis', '1992', 'war', 'er', 'gewählter', 'Bürgermeister', 'von', 'Belfast', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]	de	Von 1988 bis 1989 und 1991 bis 1992 war er gewählter Bürgermeister von Belfast.
['Jahrhundert', 'begann', 'in', 'Skandinavien', 'die', 'Wikingerzeit', '.']	[0, 0, 0, 5, 0, 7, 0]	de	Jahrhundert begann in Skandinavien die Wikingerzeit.
['Insgesamt', 'gibt', 'es', 'über', 'Vorderasien', 'verstreut', 'ca', '.']	[0, 0, 0, 0, 5, 0, 0, 0]	de	Insgesamt gibt es über Vorderasien verstreut ca.
['Juni', '2005', 'wurde', 'eine', 'Konzertversion', 'des', 'Musicals', 'live', 'in', 'der', 'Carnegie', 'Hall', 'aufgeführt', ',', 'die', 'zwar', 'auf', 'zwei', 'Stunden', 'herunter', 'gekürzt', 'war', ',', 'aber', 'alle', 'Lieder', 'und', 'das', 'gesamte', 'musikalische', 'Material', 'enthielt', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Juni 2005 wurde eine Konzertversion des Musicals live in der Carnegie Hall aufgeführt, die zwar auf zwei Stunden herunter gekürzt war, aber alle Lieder und das gesamte musikalische Material enthielt.
['Das', 'Endspiel', 'gegen', 'Francesca', 'Schiavone', 'am', '5', '.']	[0, 0, 0, 1, 2, 0, 0, 0]	de	Das Endspiel gegen Francesca Schiavone am 5.
['Doch', 'erhält', 'er', 'eine', 'herausgehobene', 'Stellung', 'von', 'der', 'an', 'seiner', 'Mündung', 'liegenden', 'Stadt', 'Turku', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]	de	Doch erhält er eine herausgehobene Stellung von der an seiner Mündung liegenden Stadt Turku.
['Im', 'Jahr', '2019', 'wurde', 'berichtet', ',', 'dass', 'es', 'insgesamt', 'etwa', '6.500', 'essbare', 'Pflanzen', 'in', 'Australien', 'gibt', 'und', 'lediglich', '20', 'davon', 'in', 'größerem', 'Umfang', 'mit', 'einem', 'Volumen', 'von', '20', 'Millionen', 'Australischen', 'Dollar', 'gehandelt', 'werden', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Im Jahr 2019 wurde berichtet, dass es insgesamt etwa 6.500 essbare Pflanzen in Australien gibt und lediglich 20 davon in größerem Umfang mit einem Volumen von 20 Millionen Australischen Dollar gehandelt werden.
"['Insgesamt', 'erstreckt', 'sich', 'dieses', 'Gebiet', 'über', 'mehr', 'als', '1,3', '""', 'Millionen', '""', 'km', '²', 'Landmasse', 'und', '2,5', '""', 'Millionen', '""', 'km', '²', ',', 'die', 'das', 'Mittelmeer', 'bedeckt', '.']"	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]	de	"Insgesamt erstreckt sich dieses Gebiet über mehr als 1,3 ""Millionen"" km ² Landmasse und 2,5 ""Millionen"" km ², die das Mittelmeer bedeckt."
['Der', 'Film', 'spielt', 'im', 'England', 'der', 'Gegenwart', '.']	[0, 0, 0, 0, 5, 0, 0, 0]	de	Der Film spielt im England der Gegenwart.
['Sie', 'sind', 'heute', 'im', 'Musée', 'national', 'du', 'Moyen', 'Âge', 'ausgestellt', '.']	[0, 0, 0, 0, 5, 6, 6, 6, 6, 0, 0]	de	Sie sind heute im Musée national du Moyen Âge ausgestellt.
['Zivilsenat', 'des', 'Bundesgerichtshofs', 'unter', 'Berücksichtigung', 'der', 'Kunst', '-', 'und', 'Filmfreiheit', 'aufgehoben', '.']	[0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Zivilsenat des Bundesgerichtshofs unter Berücksichtigung der Kunst - und Filmfreiheit aufgehoben.
['Nach', 'seinem', 'Studienabschluss', '1915', 'am', 'Scottish', 'Church', 'College', ',', 'angeschlossen', 'an', 'die', 'University', 'of', 'Calcutta', ',', 'trat', 'er', 'einem', 'Orden', 'bei', '.']	[0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0]	de	Nach seinem Studienabschluss 1915 am Scottish Church College, angeschlossen an die University of Calcutta, trat er einem Orden bei.
['Untersuchungen', 'von', 'Muschelschalen', 'aus', 'dem', 'Schelf', 'nördlich', 'von', 'Island', 'zeigten', 'ebenfalls', 'eine', 'schwächere', 'Strömung', 'in', 'den', 'oberen', 'Wasserschichten', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Untersuchungen von Muschelschalen aus dem Schelf nördlich von Island zeigten ebenfalls eine schwächere Strömung in den oberen Wasserschichten.
['Fortan', 'durchlief', 'er', 'diverse', 'Altersklassen', 'bis', 'er', 'in', 'der', 'Saison', '2012', '/', '13', 'in', 'den', 'Kader', 'der', 'C-Mannschaft', 'des', 'Klubs', 'aufgenommen', 'wurde', ',', 'die', 'in', 'der', 'Segunda', 'División', 'B', 'spielte', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0]	de	Fortan durchlief er diverse Altersklassen bis er in der Saison 2012 / 13 in den Kader der C-Mannschaft des Klubs aufgenommen wurde, die in der Segunda División B spielte.
['Dabei', 'geriet', 'er', 'ins', 'Stolpern', 'und', 'warf', 'sich', 'in', 'das', 'Drumset', ',', 'das', 'Dave', 'Grohl', 'bereits', 'verlassen', 'hatte', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]	de	Dabei geriet er ins Stolpern und warf sich in das Drumset, das Dave Grohl bereits verlassen hatte.
['Für', 'Dinamo', 'Zagreb', 'bestritt', 'er', 'insgesamt', '802', 'Spiele', 'und', 'ist', 'damit', 'Rekordspieler', 'des', 'Vereins', '.']	[0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Für Dinamo Zagreb bestritt er insgesamt 802 Spiele und ist damit Rekordspieler des Vereins.
['November', '1984', 'zum', 'Ligarivalen', 'Luton', 'Town', '.']	[0, 0, 0, 0, 3, 4, 0]	de	November 1984 zum Ligarivalen Luton Town.
['Stanley', 'Kramer', 'und', 'Katharine', 'Hepburn', 'hatten', 'daraufhin', 'Geld', 'als', 'Sicherheit', 'hinterlegt', ',', 'damit', 'der', 'Film', 'auch', 'mit', 'einem', 'anderen', 'Schauspieler', 'hätte', 'beendet', 'werden', 'können', '.']	[1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	Stanley Kramer und Katharine Hepburn hatten daraufhin Geld als Sicherheit hinterlegt, damit der Film auch mit einem anderen Schauspieler hätte beendet werden können.
['Februar', '1925', 'in', 'Wien', '(', 'Österreich', ')', 'und', 'für', 'die', 'Damenkonkurrenz', 'am', '31', '.']	[0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]	de	Februar 1925 in Wien (Österreich) und für die Damenkonkurrenz am 31.
['Chr.', 'von', 'Marcus', 'Tullius', 'Cicero', 'verfasstes', 'Lehrwerk', 'über', 'Rhetorik', '.']	[0, 0, 1, 2, 2, 0, 0, 0, 0, 0]	de	Chr. von Marcus Tullius Cicero verfasstes Lehrwerk über Rhetorik.
['Den', 'Bau', 'regte', '1924', 'der', 'Architekt', 'Angiolo', 'Mazzoni', 'an', '.']	[0, 0, 0, 0, 0, 0, 1, 2, 0, 0]	de	Den Bau regte 1924 der Architekt Angiolo Mazzoni an.
['In', 'der', 'Frühzeit', 'war', 'das', 'Tal', ',', 'in', 'dem', 'die', 'heutige', 'Hauptstadt', 'Kathmandu', 'liegt', ',', 'ein', 'großer', 'Gebirgssee', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]	de	In der Frühzeit war das Tal, in dem die heutige Hauptstadt Kathmandu liegt, ein großer Gebirgssee.
['In', 'der', 'Folge', 'gelang', 'dem', 'FC', 'Valencia', 'bis', 'Mitte', 'Februar', '2016', 'kein', 'einziger', 'Ligasieg', 'mehr', '.']	[0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]	de	In der Folge gelang dem FC Valencia bis Mitte Februar 2016 kein einziger Ligasieg mehr.
['Plug-ins', 'werden', 'sowohl', 'von', 'Cerulean', 'Studios', 'selbst', '(', 'wie', 'z', '.']	[0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0]	de	Plug-ins werden sowohl von Cerulean Studios selbst (wie z.
